tilt,prec,rad
130.0,250.0,-0.600071737066
130.0,250.0,-0.604959028191
130.0,250.0,-0.609830374241
130.0,250.0,-0.614685741402
130.0,250.0,-0.619525096086
130.0,250.0,-0.624348404929
130.0,250.0,-0.62915563479
130.0,250.0,-0.633946752755
130.0,250.0,-0.638721726134
130.0,250.0,-0.643480522465
130.0,250.0,-0.648223109507
130.0,250.0,-0.65294945525
130.0,250.0,-0.657659527908
130.0,250.0,-0.662353295921
130.0,250.0,-0.667030727957
130.0,250.0,-0.67169179291
140.0,250.0,-0.676336459903
140.0,250.0,-0.680964698285
140.0,250.0,-0.685576477633
140.0,250.0,-0.690171767753
140.0,250.0,-0.694750538679
140.0,250.0,-0.699312760673
140.0,250.0,-0.703858404226
140.0,250.0,-0.708387440058
140.0,260.0,-0.712899839118
140.0,260.0,-0.717395572586
140.0,260.0,-0.721874611869
140.0,260.0,-0.726336928607
140.0,260.0,-0.730782494667
140.0,260.0,-0.735211282149
140.0,260.0,-0.739623263382
140.0,260.0,-0.744018410927
140.0,260.0,-0.748396697574
140.0,260.0,-0.752758096345
140.0,260.0,-0.757102580496
140.0,260.0,-0.761430123511
140.0,260.0,-0.765740699106
140.0,260.0,-0.770034281233
140.0,260.0,-0.77431084407
140.0,260.0,-0.778570362033
140.0,260.0,-0.782812809767
140.0,260.0,-0.787038162152
140.0,260.0,-0.791246394298
140.0,260.0,-0.795437481552
140.0,260.0,-0.79961139949
140.0,260.0,-0.803768123924
140.0,260.0,-0.8079076309
140.0,260.0,-0.812029896696
140.0,260.0,-0.816134897825
140.0,260.0,-0.820222611034
140.0,260.0,-0.824293013304
140.0,260.0,-0.82834608185
140.0,260.0,-0.832381794122
140.0,260.0,-0.836400127804
140.0,260.0,-0.840401060817
140.0,260.0,-0.844384571314
140.0,260.0,-0.848350637685
140.0,260.0,-0.852299238554
140.0,260.0,-0.856230352782
140.0,260.0,-0.860143959464
140.0,260.0,-0.864040037932
140.0,260.0,-0.867918567752
140.0,260.0,-0.871779528727
140.0,260.0,-0.875622900896
140.0,260.0,-0.879448664535
140.0,260.0,-0.883256800153
140.0,260.0,-0.887047288498
140.0,260.0,-0.890820110555
140.0,260.0,-0.894575247545
140.0,260.0,-0.898312680923
140.0,260.0,-0.902032392383
140.0,260.0,-0.905734363858
140.0,260.0,-0.909418577514
140.0,260.0,-0.913085015755
140.0,260.0,-0.916733661224
140.0,270.0,-0.9203644968
140.0,270.0,-0.923977505599
140.0,270.0,-0.927572670974
140.0,270.0,-0.931149976517
140.0,270.0,-0.934709406055
140.0,270.0,-0.938250943656
140.0,270.0,-0.941774573623
140.0,270.0,-0.945280280498
140.0,270.0,-0.948768049059
140.0,270.0,-0.952237864324
140.0,270.0,-0.955689711548
140.0,270.0,-0.959123576224
140.0,270.0,-0.962539444083
140.0,270.0,-0.965937301093
140.0,270.0,-0.969317133462
140.0,270.0,-0.972678927635
140.0,270.0,-0.976022670295
140.0,270.0,-0.979348348364
140.0,270.0,-0.982655949001
140.0,270.0,-0.985945459605
140.0,270.0,-0.989216867812
140.0,270.0,-0.992470161496
150.0,270.0,-0.995705328771
150.0,270.0,-0.998922357988
150.0,270.0,-1.00212123774
150.0,270.0,-1.00530195684
150.0,270.0,-1.00846450438
150.0,270.0,-1.01160886964
150.0,270.0,-1.01473504218
150.0,270.0,-1.01784301178
150.0,270.0,-1.02093276845
150.0,270.0,-1.02400430246
150.0,270.0,-1.02705760429
150.0,270.0,-1.0300926647
150.0,270.0,-1.03310947464
150.0,270.0,-1.03610802534
150.0,270.0,-1.03908830824
150.0,270.0,-1.04205031503
150.0,270.0,-1.04499403764
150.0,270.0,-1.04791946824
150.0,270.0,-1.05082659922
150.0,270.0,-1.05371542323
150.0,270.0,-1.05658593315
150.0,270.0,-1.0594381221
150.0,270.0,-1.06227198343
150.0,270.0,-1.06508751074
150.0,270.0,-1.06788469785
150.0,270.0,-1.07066353885
150.0,270.0,-1.07342402803
150.0,270.0,-1.07616615995
150.0,270.0,-1.07888992938
150.0,270.0,-1.08159533135
150.0,280.0,-1.08428236112
150.0,280.0,-1.08695101418
150.0,280.0,-1.08960128627
150.0,280.0,-1.09223317335
150.0,280.0,-1.09484667165
150.0,280.0,-1.0974417776
150.0,280.0,-1.10001848789
150.0,280.0,-1.10257679943
150.0,280.0,-1.10511670939
150.0,280.0,-1.10763821517
150.0,280.0,-1.11014131438
150.0,280.0,-1.1126260049
150.0,280.0,-1.11509228484
150.0,280.0,-1.11754015253
150.0,280.0,-1.11996960656
150.0,280.0,-1.12238064574
150.0,280.0,-1.12477326911
150.0,280.0,-1.12714747597
150.0,280.0,-1.12950326584
150.0,280.0,-1.13184063847
150.0,280.0,-1.13415959387
150.0,280.0,-1.13646013225
150.0,280.0,-1.13874225409
150.0,280.0,-1.14100596009
150.0,280.0,-1.14325125118
150.0,280.0,-1.14547812853
150.0,280.0,-1.14768659356
150.0,280.0,-1.14987664789
150.0,280.0,-1.15204829342
150.0,280.0,-1.15420153224
150.0,280.0,-1.1563363667
150.0,280.0,-1.15845279939
150.0,280.0,-1.16055083311
150.0,280.0,-1.16263047091
150.0,280.0,-1.16469171608
150.0,280.0,-1.16673457213
150.0,280.0,-1.1687590428
150.0,280.0,-1.17076513207
150.0,280.0,-1.17275284417
150.0,280.0,-1.17472218354
150.0,280.0,-1.17667315486
150.0,280.0,-1.17860576304
150.0,280.0,-1.18052001323
150.0,280.0,-1.18241591081
150.0,280.0,-1.18429346138
150.0,280.0,-1.18615267078
150.0,280.0,-1.1879935451
150.0,280.0,-1.18981609062
150.0,280.0,-1.1916203139
150.0,280.0,-1.1934062217
150.0,280.0,-1.19517382101
160.0,280.0,-1.19692311906
160.0,290.0,-1.19865412331
160.0,290.0,-1.20036684146
160.0,290.0,-1.20206128141
160.0,290.0,-1.20373745132
160.0,290.0,-1.20539535957
160.0,290.0,-1.20703501477
160.0,290.0,-1.20865642575
160.0,290.0,-1.21025960157
160.0,290.0,-1.21184455154
160.0,290.0,-1.21341128518
160.0,290.0,-1.21495981223
160.0,290.0,-1.21649014268
160.0,290.0,-1.21800228673
160.0,290.0,-1.21949625482
160.0,290.0,-1.22097205761
160.0,290.0,-1.22242970598
160.0,290.0,-1.22386921106
160.0,290.0,-1.22529058419
160.0,290.0,-1.22669383692
160.0,290.0,-1.22807898107
160.0,290.0,-1.22944602864
160.0,290.0,-1.23079499189
160.0,290.0,-1.23212588328
160.0,290.0,-1.2334387155
160.0,290.0,-1.23473350148
160.0,290.0,-1.23601025437
160.0,290.0,-1.23726898752
160.0,290.0,-1.23850971454
160.0,290.0,-1.23973244923
160.0,290.0,-1.24093720564
160.0,290.0,-1.24212399803
160.0,290.0,-1.24329284087
160.0,290.0,-1.24444374889
160.0,290.0,-1.245576737
160.0,290.0,-1.24669182036
160.0,290.0,-1.24778901434
160.0,290.0,-1.24886833453
160.0,290.0,-1.24992979675
160.0,290.0,-1.25097341702
160.0,290.0,-1.25199921161
160.0,290.0,-1.25300719699
160.0,290.0,-1.25399738985
160.0,290.0,-1.2549698071
160.0,290.0,-1.25592446588
160.0,290.0,-1.25686138354
160.0,290.0,-1.25778057764
160.0,290.0,-1.25868206598
160.0,290.0,-1.25956586655
160.0,290.0,-1.26043199758
160.0,290.0,-1.26128047751
160.0,290.0,-1.26211132499
160.0,300.0,-1.26292455889
160.0,300.0,-1.2637201983
160.0,300.0,-1.26449826252
160.0,300.0,-1.26525877108
160.0,300.0,-1.26600174369
160.0,300.0,-1.26672720032
160.0,300.0,-1.26743516112
160.0,300.0,-1.26812564646
160.0,300.0,-1.26879867694
160.0,300.0,-1.26945427335
160.0,300.0,-1.27009245672
160.0,300.0,-1.27071324826
160.0,300.0,-1.27131666941
160.0,300.0,-1.27190274183
160.0,300.0,-1.27247148737
160.0,300.0,-1.27302292811
160.0,300.0,-1.27355708633
160.0,300.0,-1.27407398452
160.0,300.0,-1.27457364538
160.0,300.0,-1.27505609182
160.0,300.0,-1.27552134696
160.0,300.0,-1.27596943414
160.0,300.0,-1.27640037688
160.0,300.0,-1.27681419893
160.0,300.0,-1.27721092424
160.0,300.0,-1.27759057697
160.0,300.0,-1.27795318148
160.0,300.0,-1.27829876235
160.0,300.0,-1.27862734434
170.0,300.0,-1.27893895245
170.0,300.0,-1.27923361185
170.0,300.0,-1.27951134793
170.0,300.0,-1.27977218629
170.0,300.0,-1.28001615273
170.0,300.0,-1.28024327324
170.0,300.0,-1.28045357403
170.0,300.0,-1.28064708151
170.0,300.0,-1.28082382228
170.0,300.0,-1.28098382315
170.0,300.0,-1.28112711112
170.0,300.0,-1.28125371342
170.0,300.0,-1.28136365744
170.0,300.0,-1.28145697079
170.0,300.0,-1.2815336813
170.0,300.0,-1.28159381695
170.0,300.0,-1.28163740596
170.0,300.0,-1.28166447673
170.0,300.0,-1.28167505786
170.0,300.0,-1.28166917814
170.0,300.0,-1.28164686657
170.0,300.0,-1.28160815234
170.0,300.0,-1.28155306484
170.0,310.0,-1.28148163363
170.0,310.0,-1.2813938885
170.0,310.0,-1.28128985942
170.0,310.0,-1.28116957654
170.0,310.0,-1.28103307022
170.0,310.0,-1.280880371
170.0,310.0,-1.28071150963
170.0,310.0,-1.28052651704
170.0,310.0,-1.28032542435
170.0,310.0,-1.28010826287
170.0,310.0,-1.2798750641
170.0,310.0,-1.27962585973
170.0,310.0,-1.27936068166
170.0,310.0,-1.27907956194
170.0,310.0,-1.27878253283
170.0,310.0,-1.27846962679
170.0,310.0,-1.27814087644
170.0,310.0,-1.27779631461
170.0,310.0,-1.27743597429
170.0,310.0,-1.27705988869
170.0,310.0,-1.27666809117
170.0,310.0,-1.2762606153
170.0,310.0,-1.27583749483
170.0,310.0,-1.27539876367
170.0,310.0,-1.27494445596
170.0,310.0,-1.27447460596
170.0,310.0,-1.27398924818
170.0,310.0,-1.27348841725
170.0,310.0,-1.27297214802
170.0,310.0,-1.27244047552
170.0,310.0,-1.27189343493
170.0,310.0,-1.27133106163
170.0,310.0,-1.27075339119
170.0,310.0,-1.27016045934
170.0,310.0,-1.26955230198
170.0,310.0,-1.26892895522
170.0,310.0,-1.26829045531
170.0,310.0,-1.2676368387
170.0,310.0,-1.26696814201
170.0,310.0,-1.26628440203
170.0,310.0,-1.26558565572
170.0,310.0,-1.26487194023
170.0,310.0,-1.26414329288
170.0,310.0,-1.26339975114
170.0,310.0,-1.26264135269
170.0,310.0,-1.26186813534
170.0,310.0,-1.26108013711
170.0,310.0,-1.26027739616
170.0,310.0,-1.25945995084
170.0,310.0,-1.25862783966
170.0,310.0,-1.25778110129
170.0,310.0,-1.25691977459
170.0,320.0,-1.25604389857
170.0,320.0,-1.25515351242
170.0,320.0,-1.25424865549
170.0,320.0,-1.25332936728
170.0,320.0,-1.25239568749
170.0,320.0,-1.25144765595
180.0,320.0,-1.25048531267
180.0,320.0,-1.24950869783
180.0,320.0,-1.24851785177
180.0,320.0,-1.24751281498
180.0,320.0,-1.24649362812
180.0,320.0,-1.245460332
180.0,320.0,-1.24441296762
180.0,320.0,-1.24335157612
180.0,320.0,-1.24227619878
180.0,320.0,-1.24118687708
180.0,320.0,-1.24008365263
180.0,320.0,-1.2389665672
180.0,320.0,-1.23783566273
180.0,320.0,-1.2366909813
180.0,320.0,-1.23553256515
180.0,320.0,-1.23436045669
180.0,320.0,-1.23317469846
180.0,320.0,-1.23197533318
180.0,320.0,-1.2307624037
180.0,320.0,-1.22953595303
180.0,320.0,-1.22829602434
180.0,320.0,-1.22704266094
180.0,320.0,-1.22577590629
180.0,320.0,-1.22449580402
180.0,320.0,-1.22320239789
180.0,320.0,-1.22189573182
180.0,320.0,-1.22057584985
180.0,320.0,-1.21924279621
180.0,320.0,-1.21789661525
180.0,320.0,-1.21653735147
180.0,320.0,-1.21516504952
180.0,320.0,-1.21377975419
180.0,320.0,-1.21238151042
180.0,320.0,-1.21097036328
180.0,320.0,-1.20954635802
180.0,320.0,-1.20810953998
180.0,320.0,-1.20665995467
180.0,320.0,-1.20519764775
180.0,320.0,-1.203722665
180.0,320.0,-1.20223505236
180.0,320.0,-1.20073485588
180.0,320.0,-1.19922212178
180.0,320.0,-1.19769689639
180.0,320.0,-1.19615922621
180.0,320.0,-1.19460915783
180.0,330.0,-1.19304673803
180.0,330.0,-1.19147201368
180.0,330.0,-1.1898850318
180.0,330.0,-1.18828583956
180.0,330.0,-1.18667448424
180.0,330.0,-1.18505101326
180.0,330.0,-1.18341547418
180.0,330.0,-1.18176791467
180.0,330.0,-1.18010838256
180.0,330.0,-1.17843692578
180.0,330.0,-1.17675359241
180.0,330.0,-1.17505843065
180.0,330.0,-1.17335148882
180.0,330.0,-1.17163281539
180.0,330.0,-1.16990245893
180.0,330.0,-1.16816046814
180.0,330.0,-1.16640689188
180.0,330.0,-1.16464177908
180.0,330.0,-1.16286517882
180.0,330.0,-1.16107714032
180.0,330.0,-1.15927771289
180.0,330.0,-1.15746694597
180.0,330.0,-1.15564488915
180.0,330.0,-1.15381159209
180.0,330.0,-1.15196710461
180.0,330.0,-1.15011147663
180.0,330.0,-1.14824475819
180.0,330.0,-1.14636699945
180.0,330.0,-1.14447825069
180.0,330.0,-1.1425785623
180.0,330.0,-1.14066798478
180.0,330.0,-1.13874656875
180.0,330.0,-1.13681436495
180.0,330.0,-1.13487142423
180.0,330.0,-1.13291779754
180.0,330.0,-1.13095353596
180.0,330.0,-1.12897869066
190.0,330.0,-1.12699331293
190.0,330.0,-1.12499745419
190.0,330.0,-1.12299116593
190.0,330.0,-1.12097449978
190.0,330.0,-1.11894750746
190.0,330.0,-1.11691024079
190.0,330.0,-1.11486275172
190.0,330.0,-1.11280509229
190.0,330.0,-1.11073731464
190.0,330.0,-1.10865947102
190.0,330.0,-1.10657161379
190.0,330.0,-1.10447379539
190.0,330.0,-1.10236606839
190.0,330.0,-1.10024848543
190.0,330.0,-1.09812109928
190.0,340.0,-1.0959839628
190.0,340.0,-1.09383712892
190.0,340.0,-1.09168065071
190.0,340.0,-1.08951458131
190.0,340.0,-1.08733897396
190.0,340.0,-1.08515388201
190.0,340.0,-1.0829593589
190.0,340.0,-1.08075545814
190.0,340.0,-1.07854223336
190.0,340.0,-1.07631973827
190.0,340.0,-1.07408802668
190.0,340.0,-1.07184715249
190.0,340.0,-1.06959716968
190.0,340.0,-1.06733813233
190.0,340.0,-1.0650700946
190.0,340.0,-1.06279311075
190.0,340.0,-1.06050723512
190.0,340.0,-1.05821252214
190.0,340.0,-1.05590902631
190.0,340.0,-1.05359680223
190.0,340.0,-1.05127590459
190.0,340.0,-1.04894638815
190.0,340.0,-1.04660830776
190.0,340.0,-1.04426171835
190.0,340.0,-1.04190667493
190.0,340.0,-1.03954323259
190.0,340.0,-1.03717144651
190.0,340.0,-1.03479137193
190.0,340.0,-1.03240306418
190.0,340.0,-1.03000657867
190.0,340.0,-1.02760197087
190.0,340.0,-1.02518929636
190.0,340.0,-1.02276861076
190.0,340.0,-1.02033996977
190.0,340.0,-1.01790342919
190.0,340.0,-1.01545904486
190.0,340.0,-1.01300687271
190.0,340.0,-1.01054696874
190.0,340.0,-1.00807938902
190.0,340.0,-1.00560418968
190.0,340.0,-1.00312142693
190.0,340.0,-1.00063115704
190.0,340.0,-0.998133436368
190.0,340.0,-0.995628321309
190.0,340.0,-0.99311586834
190.0,340.0,-0.990596134003
190.0,340.0,-0.988069174902
190.0,340.0,-0.985535047704
190.0,340.0,-0.982993809141
190.0,340.0,-0.980445516004
190.0,340.0,-0.977890225148
190.0,340.0,-0.975327993487
190.0,350.0,-0.972758877995
190.0,350.0,-0.970182935705
190.0,350.0,-0.967600223708
190.0,350.0,-0.965010799152
190.0,350.0,-0.962414719242
190.0,350.0,-0.959812041239
190.0,350.0,-0.957202822459
190.0,350.0,-0.954587120271
190.0,350.0,-0.951964992099
190.0,350.0,-0.949336495418
190.0,350.0,-0.946701687758
