,temp,date,time,time_of_day,day_of_year
39,8.145485223145645,2014-01-02,15:00,15,2
40,6.938488094348905,2014-01-02,16:00,16,2
41,5.607316104005481,2014-01-02,17:00,17,2
42,4.250845557336238,2014-01-02,18:00,18,2
43,2.9698296000497906,2014-01-02,19:00,19,2
44,1.8594258183631291,2014-01-02,20:00,20,2
45,1.002138836071441,2014-01-02,21:00,21,2
46,0.461701323957052,2014-01-02,22:00,22,2
47,0.27834723907702674,2014-01-02,23:00,23,2
48,0.28041429288706077,2014-01-03,00:00,0,3
49,0.46790248432348847,2014-01-03,01:00,1,3
50,1.0124740998033088,2014-01-03,02:00,2,3
51,1.8738951801421315,2014-01-03,03:00,3,3
52,2.988433052430325,2014-01-03,04:00,4,3
53,4.273583090745384,2014-01-03,05:00,5,3
54,5.634187706743026,2014-01-03,06:00,6,3
55,6.96949375258733,2014-01-03,07:00,7,3
56,8.180624920930137,2014-01-03,08:00,8,3
57,9.177914948217165,2014-01-03,09:00,9,3
58,9.88755775117873,2014-01-03,10:00,10,3
59,10.257081286304041,2014-01-03,11:00,11,3
60,10.259239161182991,2014-01-03,12:00,12,3
61,9.894031374705186,2014-01-03,13:00,13,3
62,9.188704317059951,2014-01-03,14:00,14,3
63,8.195730029537287,2014-01-03,15:00,15,3
64,6.988914593186095,2014-01-03,16:00,16,3
65,5.657924269339883,2014-01-03,17:00,17,3
66,4.301635363126037,2014-01-03,18:00,18,3
67,3.020801020159706,2014-01-03,19:00,19,3
68,1.9105788265644206,2014-01-03,20:00,20,3
69,1.0534734060419266,2014-01-03,21:00,21,3
70,0.513217429281128,2014-01-03,22:00,22,3
71,0.3300448532456741,2014-01-03,23:00,23,3
72,0.33229338929785435,2014-01-04,00:00,0,4
73,0.5199630362806218,2014-01-04,01:00,1,4
74,1.0647160805175995,2014-01-04,02:00,2,4
75,1.9263185627310424,2014-01-04,03:00,3,4
76,3.0410378099179662,2014-01-04,04:00,4,4
77,4.326369196062546,2014-01-04,05:00,5,4
78,5.68715513272717,2014-01-04,06:00,6,4
79,7.022642471982619,2014-01-04,07:00,7,4
80,8.233954906387446,2014-01-04,08:00,8,4
81,9.231426172294086,2014-01-04,09:00,9,4
82,9.941250186339605,2014-01-04,10:00,10,4
83,10.310954904919956,2014-01-04,11:00,11,4
84,10.313293935531805,2014-01-04,12:00,12,4
85,9.948267276971533,2014-01-04,13:00,13,4
86,9.243121319335263,2014-01-04,14:00,14,4
87,8.250328103819811,2014-01-04,15:00,15,4
88,7.043693711380897,2014-01-04,16:00,16,4
89,5.712884403258872,2014-01-04,17:00,17,4
90,4.356776484487968,2014-01-04,18:00,18,4
91,3.076123100590211,2014-01-04,19:00,19,4
92,1.9660818375960085,2014-01-04,20:00,20,4
93,1.109157319114007,2014-01-04,21:00,21,4
94,0.5690822157400204,2014-01-04,22:00,22,4
95,0.38609048434462245,2014-01-04,23:00,23,4
96,0.38851983619704455,2014-01-05,00:00,0,5
97,0.5763702700472049,2014-01-05,01:00,1,5
98,1.121304072125688,2014-01-05,02:00,2,5
99,1.9830872830617334,2014-01-05,03:00,3,5
100,3.097987229759363,2014-01-05,04:00,4,5
101,4.38349928610977,2014-01-05,05:00,5,5
102,5.74446586358237,2014-01-05,06:00,6,5
103,7.080133814154988,2014-01-05,07:00,7,5
104,8.291626830293247,2014-01-05,08:00,8,5
105,9.289278648256651,2014-01-05,09:00,9,5
106,9.999283184589355,2014-01-05,10:00,10,5
107,10.369168395594434,2014-01-05,11:00,11,5
108,10.37168788867566,2014-01-05,12:00,12,5
109,10.006841662536564,2014-01-05,13:00,13,5
110,9.301876107180416,2014-01-05,14:00,14,5
111,8.309263263711205,2014-01-05,15:00,15,5
112,7.102809212991831,2014-01-05,16:00,16,5
113,5.772180216169845,2014-01-05,17:00,17,5
114,4.416252578186706,2014-01-05,18:00,18,5
115,3.135779444471656,2014-01-05,19:00,19,5
116,2.025918400962362,2014-01-05,20:00,20,5
117,1.1691740711747256,2014-01-05,21:00,21,5
118,0.629279125611844,2014-01-05,22:00,22,5
119,0.44646752105158427,2014-01-05,23:00,23,5
120,0.4490769686704894,2014-01-06,00:00,0,6
121,0.637107467125805,2014-01-06,01:00,1,6
122,1.1822213025554538,2014-01-06,02:00,2,6
123,2.04418451549604,2014-01-06,03:00,3,6
124,3.1592644327589645,2014-01-06,04:00,4,6
125,4.4449564281428,2014-01-06,05:00,5,6
126,5.806102913024375,2014-01-06,06:00,6,6
127,7.14195073928894,2014-01-06,07:00,7,6
128,8.353623599309556,2014-01-06,08:00,8,6
129,9.351455229253183,2014-01-06,09:00,9,6
130,10.061639545571449,2014-01-06,10:00,10,6
131,10.431704504474922,2014-01-06,11:00,11,6
132,10.434403713274879,2014-01-06,12:00,12,6
133,10.069737170582364,2014-01-06,13:00,13,6
134,9.364951266308196,2014-01-06,14:00,14,6
135,8.37251804146392,2014-01-06,15:00,15,6
136,7.166243576820003,2014-01-06,16:00,16,6
137,5.8357941334315875,2014-01-06,17:00,17,6
138,4.480046016147737,2014-01-06,18:00,18,6
139,3.1997523703053194,2014-01-06,19:00,19,6
140,2.090070781749634,2014-01-06,20:00,20,6
141,1.2335058739042504,2014-01-06,21:00,21,6
142,0.6937903171799311,2014-01-06,22:00,22,6
143,0.5111580682622314,2014-01-06,23:00,23,6
144,0.5139468382354142,2014-01-07,00:00,0,7
145,0.7021566256644345,2014-01-07,01:00,1,7
146,1.2474497165949705,2014-01-07,02:00,2,7
147,2.109592151471377,2014-01-07,03:00,3,7
148,3.2248512570128347,2014-01-07,04:00,4,7
149,4.510722406925706,2014-01-07,05:00,5,7
150,5.872048012494634,2014-01-07,06:00,6,7
151,7.208074925512702,2014-01-07,07:00,7,7
152,8.419926838260809,2014-01-07,08:00,8,7
153,9.417937486813784,2014-01-07,09:00,9,7
154,10.128300787531135,2014-01-07,10:00,10,7
155,10.498544696531326,2014-01-07,11:00,11,7
156,10.50142282103355,2014-01-07,12:00,12,7
157,10.13693515955679,2014-01-07,13:00,13,7
158,9.432328101919815,2014-01-07,14:00,14,7
159,8.440073689042134,2014-01-07,15:00,15,7
160,7.233978001602207,2014-01-07,16:00,16,7
161,5.903707300563184,2014-01-07,17:00,17,7
162,4.548137890682147,2014-01-07,18:00,18,7
163,3.2680229172040094,2014-01-07,19:00,19,7
164,2.158519965882122,2014-01-07,20:00,20,7
165,1.302133660048141,2014-01-07,21:00,21,7
166,0.7625966700209164,2014-01-07,22:00,22,7
167,0.5801429523941231,2014-01-07,23:00,23,7
168,0.5831102181601526,2014-01-08,00:00,0,8
169,0.7714984657921118,2014-01-08,01:00,1,8
170,1.316969981243843,2014-01-08,02:00,2,8
171,2.179290804867895,2014-01-08,03:00,3,8
172,3.294728263291647,2014-01-08,04:00,4,8
173,4.58077773012969,2014-01-08,05:00,5,8
174,5.942281616574908,2014-01-08,06:00,6,8
175,7.278486774328644,2014-01-08,07:00,7,8
176,8.490516895580075,2014-01-08,08:00,8,8
177,9.488705716312325,2014-01-08,09:00,9,8
178,10.19924715279323,2014-01-08,10:00,10,8
179,10.569669161049582,2014-01-08,11:00,11,8
180,10.572725348208929,2014-01-08,12:00,12,8
181,10.20841571269862,2014-01-08,13:00,13,8
182,9.503986644245831,2014-01-08,14:00,14,8
183,8.51191018367847,2014-01-08,15:00,15,8
184,7.305992411583427,2014-01-08,16:00,16,8
185,5.975899588832307,2014-01-08,17:00,17,8
186,4.620508020090657,2014-01-08,18:00,18,8
187,3.340570850511869,2014-01-08,19:00,19,8
188,2.231245665757819,2014-01-08,20:00,20,8
189,1.375037089068674,2014-01-08,21:00,21,8
190,0.8356777906718316,2014-01-08,22:00,22,8
191,0.6534017270695305,2014-01-08,23:00,23,8
192,0.6565466091627474,2014-01-09,00:00,0,9
193,0.8451124353331885,2014-01-09,01:00,1,9
194,1.3907614914433202,2014-01-09,02:00,2,9
195,2.2532598177543353,2014-01-09,03:00,3,9
196,3.3688747408022723,2014-01-09,04:00,4,9
197,4.655101634110397,2014-01-09,05:00,5,9
198,6.016782908780307,2014-01-09,06:00,6,9
199,7.353165416422052,2014-01-09,07:00,7,9
200,8.565372849133558,2014-01-09,08:00,8,9
201,9.563738942806705,2014-01-09,09:00,9,9
202,10.274457613618104,2014-01-09,10:00,10,9
203,10.645056817503352,2014-01-09,11:00,11,9
204,10.64829016149881,2014-01-09,12:00,12,9
205,10.284157643940683,2014-01-09,13:00,13,9
206,9.579905654464984,2014-01-09,14:00,14,9
207,8.58800623380851,2014-01-09,15:00,15,9
208,7.382265462467055,2014-01-09,16:00,16,9
209,6.052349601221138,2014-01-09,17:00,17,9
210,4.697134954645245,2014-01-09,18:00,18,9
211,3.417374667801728,2014-01-09,19:00,19,9
212,2.3082263262614466,2014-01-09,20:00,20,9
213,1.4521945531735634,2014-01-09,21:00,21,9
214,0.9130120186744977,2014-01-09,22:00,22,9
215,0.7309126791755371,2014-01-09,23:00,23,9
216,0.7342342454867108,2014-01-10,00:00,0,10
217,0.9229767158988089,2014-01-10,01:00,1,10
218,1.468802376183409,2014-01-10,02:00,2,10
219,2.3314772665108165,2014-01-10,03:00,3,10
220,3.4472687133262183,2014-01-10,04:00,4,10
221,4.733672090062048,2014-01-10,05:00,5,10
222,6.095529807729081,2014-01-10,06:00,6,10
223,7.4320887178465815,2014-01-10,07:00,7,10
224,8.644472512421695,2014-01-10,08:00,8,10
225,9.643014927255564,2014-01-10,09:00,9,10
226,10.353909878434056,2014-01-10,10:00,10,10
227,10.724685321802056,2014-01-10,11:00,11,10
228,10.728094864305245,2014-01-10,12:00,12,10
229,10.364138504189157,2014-01-10,13:00,13,10
230,9.660062630999157,2014-01-10,14:00,14,10
231,8.668339285381414,2014-01-10,15:00,15,10
232,7.4627745477411285,2014-01-10,16:00,16,10
233,6.133034678768224,2014-01-10,17:00,17,10
234,4.777995982946626,2014-01-10,18:00,18,10
235,3.498411605248162,2014-01-10,19:00,19,10
236,2.389439131153156,2014-01-10,20:00,20,10
237,1.5335831837202774,2014-01-10,21:00,21,10
238,0.9945764329954683,2014-01-10,22:00,22,10
239,0.8126528352995681,2014-01-10,23:00,23,10
240,0.8161501013521697,2014-01-11,00:00,0,11
241,1.0050682293536486,2014-01-11,01:00,1,11
242,1.5510695049851977,2014-01-11,02:00,2,11
243,2.413919968326754,2014-01-11,03:00,3,11
244,3.529886945733151,2014-01-11,04:00,4,11
245,4.8164658105465135,2014-01-11,05:00,5,11
246,6.178498973687304,2014-01-11,06:00,6,11
247,7.515233286584508,2014-01-11,07:00,7,11
248,8.727792441155012,2014-01-11,08:00,8,11
249,9.726510173109723,2014-01-11,09:00,9,11
250,10.437580398444297,2014-01-11,10:00,10,11
251,10.80853107291342,2014-01-11,11:00,11,11
252,10.812115803372615,2014-01-11,12:00,12,11
253,10.448334587977255,2014-01-11,13:00,13,11
254,9.744433816182589,2014-01-11,14:00,14,11
255,8.752885528544677,2014-01-11,15:00,15,11
256,7.547495805378642,2014-01-11,16:00,16,11
257,6.217930907284348,2014-01-11,17:00,17,11
258,4.863067138655683,2014-01-11,18:00,18,11
259,3.583657644374464,2014-01-11,19:00,19,11
260,2.47486000983102,2014-01-11,20:00,20,11
261,1.6191788579940498,2014-01-11,21:00,21,11
262,1.0803468588195644,2014-01-11,22:00,22,11
263,0.8985979685384642,2014-01-11,23:00,23,11
264,0.902269897780446,2014-01-12,00:00,0,12
265,1.0913626446560105,2014-01-12,01:00,1,12
266,1.637538494756492,2014-01-12,02:00,2,12
267,2.5005634880719967,2014-01-12,03:00,3,12
268,3.6167049508675517,2014-01-12,04:00,4,12
269,4.903458256395493,2014-01-12,05:00,5,12
270,6.2656658154865195,2014-01-12,06:00,6,12
271,7.602574479479872,2014-01-12,07:00,7,12
272,8.815307940202734,2014-01-12,08:00,8,12
273,9.814199933276306,2014-01-12,09:00,9,12
274,10.525444374606575,2014-01-12,10:00,10,12
275,10.896569219858582,2014-01-12,11:00,11,12
276,10.900328075798225,2014-01-12,12:00,12,12
277,10.536720940491277,2014-01-12,13:00,13,12
278,9.8329942033034,2014-01-12,14:00,14,12
279,8.841619904701123,2014-01-12,15:00,15,12
280,7.63640412491001,2014-01-12,16:00,16,12
281,6.307013124440431,2014-01-12,17:00,17,12
282,4.952323207596798,2014-01-12,18:00,18,12
283,3.6730875191714536,2014-01-12,19:00,19,12
284,2.564463644465298,2014-01-12,20:00,20,12
285,1.708956206357617,2014-01-12,21:00,21,12
286,1.170297874715028,2014-01-12,22:00,22,12
287,0.9887226056790706,2014-01-12,23:00,23,12
288,0.9925681097900938,2014-01-13,00:00,0,13
289,1.1818343850692923,2014-01-13,01:00,1,13
290,1.7281837170186973,2014-01-13,02:00,2,13
291,2.591382145539143,2014-01-13,03:00,3,13
292,3.707696996806422,2014-01-13,04:00,4,13
293,4.994623643983636,2014-01-13,05:00,5,13
294,6.357004497812294,2014-01-13,06:00,6,13
295,7.694086409542462,2014-01-13,07:00,7,13
296,8.90699307091217,2014-01-13,08:00,8,13
297,9.906058217453499,2014-01-13,09:00,9,13
298,10.617475764983325,2014-01-13,10:00,10,13
299,10.988773669077633,2014-01-13,11:00,11,13
300,10.992705536413249,2014-01-13,12:00,12,13
301,10.629271364966927,2014-01-13,13:00,13,13
302,9.925717544015322,2014-01-13,14:00,14,13
303,8.934516113935985,2014-01-13,15:00,15,13
304,7.729473154865532,2014-01-13,16:00,16,13
305,6.400254927225394,2014-01-13,17:00,17,13
306,5.045737735231084,2014-01-13,18:00,18,13
307,3.7666747235860627,2014-01-13,19:00,19,13
308,2.6582234775023688,2014-01-13,20:00,20,13
309,1.8028886197704717,2014-01-13,21:00,21,13
310,1.264402820168173,2014-01-13,22:00,22,13
311,1.0830000347482294,2014-01-13,23:00,23,13
312,1.0870179739622348,2014-01-14,00:00,0,14
313,1.2764566357426599,2014-01-14,01:00,1,14
314,1.8229783055028248,2014-01-14,02:00,2,14
315,2.6863490230548788,2014-01-14,03:00,3,14
316,3.8028361144859626,2014-01-14,04:00,4,14
317,5.089934952870547,2014-01-14,05:00,5,14
318,6.452487948861529,2014-01-14,06:00,6,14
319,7.789741953620411,2014-01-14,07:00,7,14
320,9.002820658796653,2014-01-14,08:00,8,14
321,10.002057799833807,2014-01-14,09:00,9,14
322,10.713647292460251,2014-01-14,10:00,10,14
323,11.085117092163483,2014-01-14,11:00,11,14
324,11.08922080553188,2014-01-14,12:00,12,14
325,10.725958430453764,2014-01-14,13:00,13,14
326,10.022576356117403,2014-01-14,14:00,14,14
327,9.031546622811952,2014-01-14,15:00,15,14
328,7.826675310585683,2014-01-14,16:00,16,14
329,6.497628679771703,2014-01-14,17:00,17,14
330,5.143283034497221,2014-01-14,18:00,18,14
331,3.864391519377428,2014-01-14,19:00,19,14
332,2.7561117195361122,2014-01-14,20:00,20,14
333,1.9009482576755223,2014-01-14,21:00,21,14
334,1.362633803485262,2014-01-14,22:00,22,14
335,1.1814023129299116,2014-01-14,23:00,23,14
336,1.185591496372938,2014-01-15,00:00,0,15
337,1.375201351658676,2014-01-15,01:00,1,15
338,1.9218941641123584,2014-01-15,02:00,2,15
339,2.785435973458071,2014-01-15,03:00,3,15
340,3.9020941056949137,2014-01-15,04:00,4,15
341,5.189363933809344,2014-01-15,05:00,5,15
342,6.55208786836627,2014-01-15,06:00,6,15
343,7.8895127604392306,2014-01-15,07:00,7,15
344,9.102762301589756,2014-01-15,08:00,8,15
345,10.102170227173481,2014-01-15,09:00,9,15
346,10.81393045283092,2014-01-15,10:00,10,15
347,11.1855709339617,2014-01-15,11:00,11,15
348,11.189845277066375,2014-01-15,12:00,12,15
349,10.82675347994546,2014-01-15,13:00,13,15
350,10.12354193169945,2014-01-15,14:00,14,15
351,9.132682672529754,2014-01-15,15:00,15,15
352,7.9279817823969125,2014-01-15,16:00,16,15
353,6.599105521546356,2014-01-15,17:00,17,15
354,5.244930194017611,2014-01-15,18:00,18,15
355,3.966208944338224,2014-01-15,19:00,19,15
356,2.8580993575443747,2014-01-15,20:00,20,15
357,2.003106056250723,2014-01-15,21:00,21,15
358,1.4649617100593106,2014-01-15,22:00,22,15
359,1.2839002748471895,2014-01-15,23:00,23,15
360,1.2882594608903126,2014-01-16,00:00,0,16
361,1.4780392659455384,2014-01-16,01:00,1,16
362,2.024901975250642,2014-01-16,02:00,2,16
363,2.8886136284423003,2014-01-16,03:00,3,16
364,4.005441551432201,2014-01-16,04:00,4,16
365,5.292881117119427,2014-01-16,05:00,5,16
366,6.655774735981561,2014-01-16,06:00,6,16
367,7.993369259004813,2014-01-16,07:00,7,16
368,9.206788377663427,2014-01-16,08:00,8,16
369,10.206365827225778,2014-01-16,09:00,9,16
370,10.918295523245149,2014-01-16,10:00,10,16
371,11.290105421033957,2014-01-16,11:00,11,16
372,11.294549127005576,2014-01-16,12:00,12,16
373,10.931626638873386,2014-01-16,13:00,13,16
374,10.228584345650743,2014-01-16,14:00,14,16
375,9.237894287451969,2014-01-16,15:00,15,16
376,8.033362544150537,2014-01-16,16:00,16,16
377,6.704655375904833,2014-01-16,17:00,17,16
378,5.350649086667378,2014-01-16,18:00,18,16
379,4.072096820878727,2014-01-16,19:00,19,16
380,2.9641561634881244,2014-01-16,20:00,20,16
381,2.1093317370232834,2014-01-16,21:00,21,16
382,1.5713562109993466,2014-01-16,22:00,22,16
383,1.3904635412065094,2014-01-16,23:00,23,16
384,1.3949914378338697,2014-01-17,00:00,0,17
385,1.5849398985514753,2014-01-17,01:00,1,17
386,2.131971208510312,2014-01-17,02:00,2,17
387,2.9958514072603055,2014-01-17,03:00,3,17
388,4.112847820626406,2014-01-17,04:00,4,17
389,5.400455821421001,2014-01-17,05:00,5,17
390,6.763517820034995,2014-01-17,06:00,6,17
391,8.101280667367957,2014-01-17,07:00,7,17
392,9.314868054807508,2014-01-17,08:00,8,17
393,10.314613717535458,2014-01-17,09:00,9,17
394,11.026711571018506,2014-01-17,10:00,10,17
395,11.39868957048255,2014-01-17,11:00,11,17
396,11.40330132225446,2014-01-17,12:00,12,17
397,11.040546823961146,2014-01-17,13:00,13,17
398,10.337672464529522,2014-01-17,14:00,14,17
399,9.347150283987482,2014-01-17,15:00,15,17
400,8.142786362122134,2014-01-17,16:00,16,17
401,6.814246959005491,2014-01-17,17:00,17,17
402,5.46040837850375,2014-01-17,18:00,18,17
403,4.182023764971168,2014-01-17,19:00,19,17
404,3.07425070327072,2014-01-17,20:00,20,17
405,2.2195938158438766,2014-01-17,21:00,21,17
406,1.6817857721195688,2014-01-17,22:00,22,17
407,1.5010605278018083,2014-01-17,23:00,23,17
408,1.5057557929935435,2014-01-18,00:00,0,18
409,1.6958715652786918,2014-01-18,01:00,1,18
410,2.243070129722155,2014-01-18,02:00,2,18
411,3.107117525787782,2014-01-18,03:00,3,18
412,4.224281079214494,2014-01-18,04:00,4,18
413,5.512056162728666,2014-01-18,05:00,5,18
414,6.875285186635233,2014-01-18,06:00,6,18
415,8.213215001747812,2014-01-18,07:00,7,18
416,9.426969299368109,2014-01-18,08:00,8,18
417,10.426881814592036,2014-01-18,09:00,9,18
418,11.139146462800447,2014-01-18,10:00,10,18
419,11.511291199133401,2014-01-18,11:00,11,18
420,11.516069629831984,2014-01-18,12:00,12,18
421,11.153481752437319,2014-01-18,13:00,13,18
422,10.450773955790588,2014-01-18,14:00,14,18
423,9.460418279833974,2014-01-18,15:00,15,18
424,8.256220804268908,2014-01-18,16:00,16,18
425,6.927847789081753,2014-01-18,17:00,17,18
426,5.57417553805308,2014-01-18,18:00,18,18
427,4.295957195451576,2014-01-18,19:00,19,18
428,3.1883503460546363,2014-01-18,20:00,20,18
429,2.3338596122182063,2014-01-18,21:00,21,18
430,1.7962176632857245,2014-01-18,22:00,22,18
431,1.6156584548757316,2014-01-18,23:00,23,18
432,1.6205196970057383,2014-01-19,00:00,0,19
433,1.810801387174246,2014-01-19,01:00,1,19
434,2.3581658103607923,2014-01-19,02:00,2,19
435,3.2223790059438695,2014-01-19,03:00,3,19
436,4.339708299577078,2014-01-19,04:00,4,19
437,5.627649063901525,2014-01-19,05:00,5,19
438,6.991043709136873,2014-01-19,06:00,6,19
439,8.329139086011516,2014-01-19,07:00,7,19
440,9.543058885741976,2014-01-19,08:00,8,19
441,10.543136843338992,2014-01-19,09:00,9,19
442,11.255566874098289,2014-01-19,10:00,10,19
443,11.627876933074816,2014-01-19,11:00,11,19
444,11.6328206264246,2014-01-19,12:00,12,19
445,11.270397951603714,2014-01-19,13:00,13,19
446,10.567855297368329,2014-01-19,14:00,14,19
447,9.577664703575667,2014-01-19,15:00,15,19
448,8.373632249842196,2014-01-19,16:00,16,19
449,7.045424196069364,2014-01-19,17:00,17,19
450,5.691916845952855,2014-01-19,18:00,18,19
451,4.413863343676509,2014-01-19,19:00,19,19
452,3.3064212739328918,2014-01-19,20:00,20,19
453,2.452095258993153,2014-01-19,21:00,21,19
454,1.9146179681159898,2014-01-19,22:00,22,19
455,1.7342233568351944,2014-01-19,23:00,23,19
456,1.7392491350835773,2014-01-20,00:00,0,20
457,1.9296953002749948,2014-01-20,01:00,1,20
458,2.477224137304332,2014-01-20,02:00,2,20
459,3.3416016854654806,2014-01-20,03:00,3,20
460,4.459095270327468,2014-01-20,04:00,4,20
461,5.74720026444687,2014-01-20,05:00,5,20
462,7.1107590779588286,2014-01-20,06:00,6,20
463,8.449018561507263,2014-01-20,07:00,7,20
464,9.663102406224253,2014-01-20,08:00,8,20
465,10.663344347036126,2014-01-20,09:00,9,20
466,11.375938299154207,2014-01-20,10:00,10,20
467,11.74841221754913,2014-01-20,11:00,11,20
468,11.753519708292572,2014-01-20,12:00,12,20
469,11.391260768756334,2014-01-20,13:00,13,20
470,10.688881787612326,2014-01-20,14:00,14,20
471,9.698854804633552,2014-01-20,15:00,15,20
472,8.494985899352285,2014-01-20,16:00,16,20
473,7.166941331585814,2014-01-20,17:00,17,20
474,5.813597404945714,2014-01-20,18:00,18,20
475,4.535707263531709,2014-01-20,19:00,19,20
476,3.428428491952311,2014-01-20,20:00,20,20
477,2.574265712394646,2014-01-20,21:00,21,20
478,2.036951594033403,2014-01-20,22:00,22,20
479,1.8567200923184153,2014-01-20,23:00,23,20
480,1.861908917098562,2014-01-21,00:00,0,21
481,2.052518065703799,2014-01-21,01:00,1,21
482,2.60020982294514,2014-01-21,02:00,2,21
483,3.4647502280326385,2014-01-21,03:00,3,21
484,4.582406606451542,2014-01-21,04:00,4,21
485,5.870674330674626,2014-01-21,05:00,5,21
486,7.234395810753314,2014-01-21,06:00,6,21
487,8.572817897247814,2014-01-21,07:00,7,21
488,9.787064281206536,2014-01-21,08:00,8,21
489,10.787468697472168,2014-01-21,09:00,9,21
490,11.50022506117243,2014-01-21,10:00,10,21
491,11.872861327194379,2014-01-21,11:00,11,21
492,11.878131101526154,2014-01-21,12:00,12,21
493,11.516034381456045,2014-01-21,13:00,13,21
494,10.8138175555725,2014-01-21,14:00,14,21
495,9.82395266356507,2014-01-21,15:00,15,21
496,8.620245784882622,2014-01-21,16:00,16,21
497,7.29236317925907,2014-01-21,17:00,17,21
498,5.939181150222645,2014-01-21,18:00,18,21
499,4.661452841789766,2014-01-21,19:00,19,21
500,3.5543358384856605,2014-01-21,20:00,20,21
501,2.70033476241423,2014-01-21,21:00,21,21
502,2.1631822826669387,2014-01-21,22:00,22,21
503,1.9831123546104532,2014-01-21,23:00,23,21
504,1.988462688010502,2014-01-22,00:00,0,22
505,2.1792332801139427,2014-01-22,01:00,1,22
506,2.7270864156487056,2014-01-22,02:00,2,22
507,3.5917881337418027,2014-01-22,03:00,3,22
508,4.709605759795478,2014-01-22,04:00,4,22
509,5.998034666199531,2014-01-22,05:00,5,22
510,7.361917262922436,2014-01-22,06:00,6,22
511,8.700500400441516,2014-01-22,07:00,7,22
512,9.914907769722289,2014-01-22,08:00,8,22
513,10.915473105524601,2014-01-22,09:00,9,22
514,11.628390322893384,2014-01-22,10:00,10,22
515,12.001187376632911,2014-01-22,11:00,11,22
516,12.006617872648587,2014-01-22,12:00,12,22
517,11.644681808145993,2014-01-22,13:00,13,22
518,10.942625571630915,2014-01-22,14:00,14,22
519,9.952921202710261,2014-01-22,15:00,15,22
520,8.749374780750292,2014-01-22,16:00,16,22
521,7.421652565402379,2014-01-22,17:00,17,22
522,6.068630860112197,2014-01-22,18:00,18,22
523,4.79106280881367,2014-01-22,19:00,19,22
524,3.684105995949566,2014-01-22,20:00,20,22
525,2.8302650435413534,2014-01-22,21:00,21,22
526,2.2932726205981,2014-01-22,22:00,22,22
527,2.1133626824041034,2014-01-22,23:00,23,22
528,2.1188729386427863,2014-01-23,00:00,0,23
529,2.3098033864786913,2014-01-23,01:00,1,23
530,2.857816310557493,2014-01-23,02:00,2,23
531,3.7226777499240047,2014-01-23,03:00,3,23
532,4.840655029898249,2014-01-23,04:00,4,23
533,6.129243522787889,2014-01-23,05:00,5,23
534,7.493285638479277,2014-01-23,06:00,6,23
535,8.832028227367648,2014-01-23,07:00,7,23
536,10.04659498033647,2014-01-23,08:00,8,23
537,11.047319632063576,2014-01-23,09:00,9,23
538,11.760396097511919,2014-01-23,10:00,10,23
539,12.133352331403824,2014-01-23,11:00,11,23
540,12.138941939562773,2014-01-23,12:00,12,23
541,11.777164919112503,2014-01-23,13:00,13,23
542,11.075267658476934,2014-01-23,14:00,14,23
543,10.085722197181177,2014-01-23,15:00,15,23
544,8.882334614509722,2014-01-23,16:00,16,23
545,7.554771170032197,2014-01-23,17:00,17,23
546,6.20190816711259,2014-01-23,18:00,18,23
547,4.924498749603149,2014-01-23,19:00,19,23
548,3.817700501865029,2014-01-23,20:00,20,23
549,2.9640180458380856,2014-01-23,21:00,21,23
550,2.427184050449841,2014-01-23,22:00,22,23
551,2.2474324709030604,2014-01-23,23:00,23,23
